Participant	Dys	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Participant561	N	Timeline2	P2Sa	1	P2Sa	L13-F	1025	128	67	233	8	15289	92	517	129	75	192	4	15289	92	1575	315	75	1150	5	274672	92	1708	342	92	1167	5	274622	142	1				
Participant561	N	Timeline2	P2Sa	1	P2Sa	n-L02	358	119	92	142	3	3073	92	358	119	92	142	3	3073	92	358	119	92	142	3	262456	92	408	136	108	158	3	262440	108	0		3165		48.9
Participant561	N	Timeline2	P2Sa	1	P2Sa	n-L10a	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa	1	P2Sa	n-L10b	467	233	192	275	2	28029	192	275	275	275	275	1	70917	275	467	233	192	275	2	287412	192	475	237	192	283	2	287412	192	0				
Participant561	N	Timeline2	P2Sa	1	P2Sa	n-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P2Sa	1	P2Sa	P2-Whole-F	34730	128	67	650	271	90	125	30255	126	67	650	240	90	125	100370	12546	775	41179	8	259473	775	100587	12573	808	41271	8	259440	808	35		36245		45.98
Participant561	N	Timeline2	P2Sa	1	P2Sa	total-L02	2125	118	67	267	18	4423	117	1866	117	67	267	16	4423	117	3491	388	92	708	9	263806	708	3725	414	108	717	9	263798	717	0	8556	22071	161.19	442.12
Participant561	N	Timeline2	P2Sa	1	P2Sa	total-L07a	942	235	167	317	4	62726	283	625	208	167	283	3	62726	283	942	235	167	317	4	322109	283	1025	256	200	317	4	322092	300	0				
Participant561	N	Timeline2	P2Sa	1	P2Sa	total-L07b	1250	156	75	417	8	26596	83	1250	156	75	417	8	26596	83	1741	290	75	750	6	285979	83	1883	314	92	758	6	285954	108	1		59209		101.11
Participant561	N	Timeline2	P2Sa	1	P2Sa	total-L13	175	87	67	108	2	29346	67	0	0			0			467	467	467	467	1	288729	467	542	542	542	542	1	288654	542	0	29271		250.05	
Participant561	N	Timeline2	P2Sa	1	P2Sa	values-L01	475	237	225	250	2	79807	250	475	237	225	250	2	79807	250	475	237	225	250	2	339190	250	533	267	258	275	2	339182	258	0				
Participant561	N	Timeline2	P2Sa	1	P2Sa	values-L05	950	106	67	233	9	13247	67	883	110	67	233	8	13247	67	1300	260	67	825	5	272630	67	1408	282	75	842	5	272622	75	1	46252		199.72	
Participant561	N	Timeline2	P2Sa	1	P2Sa	values-L06	1308	109	67	167	12	44902	100	1008	112	83	167	9	44902	100	1408	141	83	300	10	304285	100	1717	172	100	350	10	304269	117	0	73233	64067	127.48	180.96
Participant561	N	Timeline2	P2Sa	1	P2Sa	values-L07	1417	129	67	225	11	14814	208	1008	126	67	225	8	26896	125	3450	862	125	2700	4	274197	208	3600	900	150	2758	4	274163	242	1				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	i++	317	158	133	183	2	19472	133	317	158	133	183	2	19472	133	375	375	375	375	1	197017	375	392	392	392	392	1	197000	392	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	i<x;	783	261	158	392	3	43545	158	783	261	158	392	3	43545	158	783	261	158	392	3	221089	158	858	286	208	400	3	221039	208	0	43495	45819	371.01	137.39
Participant536	Y	Timeline2	P2Sa	1	P2Sa	int i = 0;	133	133	133	133	1	45336	133	133	133	133	133	1	45336	133	133	133	133	133	1	222881	133	175	175	175	175	1	222839	175	0	45294		443.19	
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L01-F	12849	279	75	867	46	499	117	10774	276	75	633	39	499	117	14624	1625	133	4833	9	178043	600	14915	1657	175	4900	9	178027	617	27	3790	1099	204.44	143.77
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L02-F	1308	187	83	250	7	32021	158	1017	203	158	250	5	32021	158	1458	365	83	1050	4	209565	158	1575	394	83	1100	4	209549	175	2	32004	32179	39.02	205
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L03-F	2766	231	67	458	12	7490	108	2766	231	67	458	12	7490	108	3083	617	83	1416	5	185034	400	3233	647	100	1458	5	184993	442	5	8998	7890	350.89	298.4
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L04-F	350	175	125	225	2	56935	225	350	175	125	225	2	56935	225	350	175	125	225	2	234479	225	400	200	142	258	2	234446	258	0	56902		65.34	
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L05-F	1633	181	75	392	9	19472	133	1558	195	117	392	8	19472	133	1808	258	75	483	7	197017	375	1966	281	75	525	7	197000	392	0	43495	20363	371.01	60.89
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L06-F	408	102	83	133	4	20980	108	325	108	83	133	3	20980	108	775	258	83	558	3	198525	558	825	275	83	575	3	198508	575	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L07-F	1908	147	75	250	13	23721	117	867	144	75	250	6	24055	200	4033	807	150	2475	5	201266	2475	4075	815	158	2475	5	201266	2475	0	27163	26196	41.07	58.7
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L08-F	108	108	108	108	1	27554	108	0	0			0			108	108	108	108	1	205099	108	142	142	142	142	1	205066	142	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L09-F	250	125	108	142	2	27554	108	0	0			0			283	283	283	283	1	205099	283	317	317	317	317	1	205066	317	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L10-F	200	100	100	100	2	28063	100	100	100	100	100	1	28063	100	558	558	558	558	1	205607	558	575	575	575	575	1	205591	575	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	L13-F	1408	101	67	158	14	39403	100	842	105	67	158	8	39403	100	3391	1130	67	2800	3	216948	2800	3500	1167	108	2808	3	216940	2808	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	n-L02	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	n-L10a	100	100	100	100	1	28521	100	0	0			0			100	100	100	100	1	206066	100	100	100	100	100	1	206066	100	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	n-L10b	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	n-L13	192	96	92	100	2	43011	92	0	0			0			200	200	200	200	1	220556	200	200	200	200	200	1	220556	200	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	P2-Whole-F	35154	194	67	867	181	0	174	29255	200	67	633	146	499	117	59868	19956	67	58703	3	177545	1099	59951	19984	108	58744	3	177545	1099	75	3790	1099	204.44	143.77
Participant536	Y	Timeline2	P2Sa	1	P2Sa	total-L02	642	214	158	250	3	32021	158	642	214	158	250	3	32021	158	642	214	158	250	3	209565	158	742	247	175	300	3	209549	175	0	32004	32179	39.02	205
Participant536	Y	Timeline2	P2Sa	1	P2Sa	total-L07a	467	156	117	200	3	23721	117	200	200	200	200	1	24055	200	683	342	150	533	2	201266	533	683	342	150	533	2	201266	533	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	total-L07b	400	133	125	142	3	24621	142	0	0			0			500	250	142	358	2	202166	142	542	271	167	375	2	202141	167	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	total-L13	258	86	67	100	3	40386	92	167	83	67	100	2	42103	100	258	86	67	100	3	217931	92	383	128	108	158	3	217906	117	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	values-L01	2116	212	100	392	10	899	200	1775	222	100	392	8	899	200	2133	237	100	625	9	178443	200	2475	275	158	667	9	178402	242	1	857	1099	207.25	143.77
Participant536	Y	Timeline2	P2Sa	1	P2Sa	values-L05	625	312	233	392	2	45586	233	625	312	233	392	2	45586	233	625	312	233	392	2	223131	233	650	325	250	400	2	223114	250	0		45819		137.39
Participant536	Y	Timeline2	P2Sa	1	P2Sa	values-L06	217	108	83	133	2	21455	83	217	108	83	133	2	21455	83	217	108	83	133	2	199000	83	283	142	117	167	2	198966	117	0				
Participant536	Y	Timeline2	P2Sa	1	P2Sa	values-L07	400	133	75	250	3	25413	75	400	133	75	250	3	25413	75	492	246	75	417	2	202958	75	525	262	92	433	2	202941	92	0				
Participant611	Y	Timeline4	P2Sa	1	P2Sa	i++	83	83	83	83	1	7308	83	83	83	83	83	1	7308	83	83	83	83	83	1	233030	83	150	150	150	150	1	232963	150	0	7241		109.19	
Participant611	Y	Timeline4	P2Sa	1	P2Sa	i<x;	2400	185	83	350	13	6608	167	2008	201	83	350	10	6608	167	2733	390	92	633	7	232330	633	2991	427	142	642	7	232322	642	4	11816	7241	114.83	109.19
Participant611	Y	Timeline4	P2Sa	1	P2Sa	int i = 0;	1708	190	100	308	9	5616	100	1575	197	100	308	8	5616	100	1866	311	100	867	6	231338	867	2033	339	117	875	6	231330	875	2	38571	15274	360.61	259.75
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L01-F	1483	212	125	558	7	392	142	1483	212	125	558	7	392	142	1575	315	125	758	5	226114	142	1816	363	175	792	5	226064	192	1	342	1408	255.79	258.11
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L02-F	3349	186	75	433	18	633	75	3191	188	75	433	17	633	75	3941	358	167	908	11	226356	317	4308	392	175	925	11	226339	333	3	1408	950	258.11	232.39
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L03-F	1033	148	108	242	7	233	108	1033	148	108	242	7	233	108	1100	220	108	558	5	225956	108	1308	262	158	567	5	225906	158	2	184	342	239.9	255.79
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L04-F	1000	250	142	333	4	21298	333	1000	250	142	333	4	21298	333	1117	558	333	783	2	247020	333	1200	600	392	808	2	246962	392	1		21631		59.78
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L05-F	4191	182	83	350	23	5616	100	3666	193	83	350	19	5616	100	5499	917	133	2591	6	231338	2591	5691	949	133	2600	6	231330	2600	10	11816	8208	114.83	313.5
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L06-F	3050	191	133	308	16	12657	150	2366	197	133	308	12	12657	150	3925	785	133	2283	5	238379	600	4008	802	142	2283	5	238346	633	6	33930	17782	50.92	264.42
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L07-F	2275	162	75	242	14	13307	108	1875	170	75	242	11	13699	158	2766	553	242	825	5	239029	550	2833	567	258	842	5	239029	550	6		23456		344.93
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L09-F	692	173	75	242	4	13982	208	692	173	75	242	4	13982	208	692	173	75	242	4	239704	208	850	212	83	308	4	239638	275	0	23456	20173	344.93	215.78
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L10-F	958	160	92	250	6	20206	200	958	160	92	250	6	20206	200	1017	254	100	458	4	245929	458	1142	285	133	492	4	245895	492	2	20173	20665	215.78	289.61
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant611	Y	Timeline4	P2Sa	1	P2Sa	L13-F	3600	157	75	450	23	14424	125	2791	147	75	450	19	14424	125	4850	1212	117	3925	4	240146	125	4941	1235	133	3933	4	240096	175	10	14374	24998	108.85	109.65
Participant611	Y	Timeline4	P2Sa	1	P2Sa	n-L02	283	142	83	200	2	3108	200	283	142	83	200	2	3108	200	283	142	83	200	2	228830	200	325	162	100	225	2	228805	225	0	3083	3308	100.66	72.21
Participant611	Y	Timeline4	P2Sa	1	P2Sa	n-L10a	250	250	250	250	1	24323	250	250	250	250	250	1	24323	250	250	250	250	250	1	250045	250	283	283	283	283	1	250012	283	0				
Participant611	Y	Timeline4	P2Sa	1	P2Sa	n-L10b	508	169	100	208	3	20206	200	508	169	100	208	3	20206	200	508	169	100	208	3	245929	200	600	200	133	233	3	245895	233	0	20173	20406	215.78	93.2
Participant611	Y	Timeline4	P2Sa	1	P2Sa	n-L13	167	167	167	167	1	30705	167	167	167	167	167	1	30705	167	167	167	167	167	1	256428	167	200	200	200	200	1	256394	200	0	30672		137.48	
Participant611	Y	Timeline4	P2Sa	1	P2Sa	P2-Whole-F	26889	175	75	558	154	0	184	23980	176	75	558	136	233	108	40396	40396	40396	40396	1	225722	40396	40396	40396	40396	40396	1	225722	40396	78				
Participant611	Y	Timeline4	P2Sa	1	P2Sa	total-L02	308	154	125	183	2	2250	125	308	154	125	183	2	2250	125	308	154	125	183	2	227972	125	383	192	150	233	2	227947	150	0	2225		62.34	
Participant611	Y	Timeline4	P2Sa	1	P2Sa	total-L07a	650	162	75	242	4	13307	108	542	181	75	242	3	19673	242	650	162	75	242	4	239029	108	733	183	92	275	4	239029	108	0	36213	22706	191.77	170.75
Participant611	Y	Timeline4	P2Sa	1	P2Sa	total-L07b	475	158	142	183	3	22756	183	475	158	142	183	3	22756	183	492	246	183	308	2	248478	183	558	279	233	325	2	248428	233	1	22706	36213	170.75	191.77
Participant611	Y	Timeline4	P2Sa	1	P2Sa	total-L13	700	175	108	267	4	25656	108	433	144	108	200	3	25656	108	700	175	108	267	4	251378	108	783	196	125	267	4	251362	125	0	27156	25764	222.43	266.35
Participant611	Y	Timeline4	P2Sa	1	P2Sa	values-L01	125	125	125	125	1	2100	125	125	125	125	125	1	2100	125	125	125	125	125	1	227822	125	200	200	200	200	1	227747	200	0	2025	2225	400.44	62.34
Participant611	Y	Timeline4	P2Sa	1	P2Sa	values-L05	992	198	100	350	5	6608	167	892	223	167	350	4	6608	167	1025	256	100	375	4	232330	375	1142	285	142	383	4	232322	383	1		6983		198.6
Participant611	Y	Timeline4	P2Sa	1	P2Sa	values-L06	1200	171	133	250	7	12657	150	1067	178	133	250	6	12657	150	1233	206	133	367	6	238379	367	1367	228	142	400	6	238346	400	1	17498	17782	145.53	264.42
Participant611	Y	Timeline4	P2Sa	1	P2Sa	values-L07	733	183	142	225	4	13699	158	525	175	142	225	3	13699	158	758	253	158	392	3	239421	158	867	289	208	450	3	239371	208	1	34622	23198	282.73	155.32
Participant900	N	Timeline4	P2Sa	1	P2Sa	i++	1217	243	92	592	5	11948	158	1217	243	92	592	5	11948	158	1233	308	158	592	4	290026	158	1333	333	183	633	4	290001	183	1	11923		92.57	
Participant900	N	Timeline4	P2Sa	1	P2Sa	i<x;	1208	173	67	358	7	17489	67	1208	173	67	358	7	17489	67	1275	255	67	383	5	295567	67	1441	288	83	450	5	295551	83	2	43662	17556	48.78	202.09
Participant900	N	Timeline4	P2Sa	1	P2Sa	int i = 0;	5791	200	67	467	29	14806	225	4674	195	67	467	24	14806	225	6624	552	125	1841	12	292884	1841	6983	582	133	1867	12	292859	1867	10	14781	18581	70.53	85.05
Participant900	N	Timeline4	P2Sa	1	P2Sa	L01-F	3991	222	117	592	18	1733	592	3575	238	150	592	15	1733	592	4341	482	150	1142	9	279811	592	4649	517	158	1175	9	279777	625	8	1699	3224	94.32	90.93
Participant900	N	Timeline4	P2Sa	1	P2Sa	L02-F	12749	266	92	883	48	399	125	11190	273	92	883	41	399	125	14065	670	92	5216	21	278477	850	14757	703	100	5283	21	278461	867	15	1466	1699	303.6	94.32
Participant900	N	Timeline4	P2Sa	1	P2Sa	L03-F	3783	223	108	717	17	7432	183	3783	223	108	717	17	7432	183	4133	590	183	1616	7	285510	183	4324	618	192	1658	7	285502	192	9	9173	7615	230.75	104.66
Participant900	N	Timeline4	P2Sa	1	P2Sa	L04-F	3141	224	83	483	14	10173	483	2941	226	83	483	13	10173	483	3658	914	83	2400	4	288251	483	3791	948	117	2458	4	288210	525	7	10132	10657	208.58	65.28
Participant900	N	Timeline4	P2Sa	1	P2Sa	L05-F	9499	202	67	592	47	11948	158	7757	194	67	592	40	11948	158	11582	643	158	2025	18	290026	158	12124	674	183	2033	18	290001	183	15	11923	16431	92.57	64.91
Participant900	N	Timeline4	P2Sa	1	P2Sa	L06-F	3108	129	67	242	24	12232	117	3108	129	67	242	24	12232	117	4483	345	67	1133	13	290310	117	4666	359	75	1150	13	290293	133	2	82741	49369	30.28	48.71
Participant900	N	Timeline4	P2Sa	1	P2Sa	L07-F	592	148	92	192	4	55936	92	400	133	92	158	3	55936	92	625	208	92	375	3	334014	92	767	256	100	442	3	334005	100	1		66626		95.01
Participant900	N	Timeline4	P2Sa	1	P2Sa	L08-F	117	117	117	117	1	69609	117	117	117	117	117	1	69609	117	117	117	117	117	1	347687	117	133	133	133	133	1	347671	133	0	69592	69726	67.13	270.14
Participant900	N	Timeline4	P2Sa	1	P2Sa	L09-F	733	183	83	408	4	65935	100	733	183	83	408	4	65935	100	750	250	142	408	3	344013	200	833	278	158	450	3	343988	225	1	65910	66135	81.06	173.72
Participant900	N	Timeline4	P2Sa	1	P2Sa	L10-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa	1	P2Sa	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa	1	P2Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa	1	P2Sa	L13-F	417	208	167	250	2	12781	167	417	208	167	250	2	12781	167	417	208	167	250	2	290859	167	467	233	200	267	2	290826	200	0	12748	12948	191.17	95.07
Participant900	N	Timeline4	P2Sa	1	P2Sa	n-L02	2158	270	125	450	8	399	125	1633	272	125	450	6	399	125	2175	311	125	542	7	278477	125	2466	352	142	608	7	278461	142	0	8507	8998	189.88	67.2
Participant900	N	Timeline4	P2Sa	1	P2Sa	n-L10a	158	158	158	158	1	70842	158	158	158	158	158	1	70842	158	158	158	158	158	1	348920	158	200	200	200	200	1	348879	200	0	70801	71001	118.7	45.88
Participant900	N	Timeline4	P2Sa	1	P2Sa	n-L10b	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa	1	P2Sa	n-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa	1	P2Sa	P2-Whole-F	60201	197	67	883	305	0	108	53735	197	67	883	273	191	133	82816	82816	82816	82816	1	278078	82816	82816	82816	82816	82816	1	278078	82816	161				
Participant900	N	Timeline4	P2Sa	1	P2Sa	total-L02	5116	269	108	883	19	841	408	4450	278	108	883	16	841	408	5533	503	133	2091	11	278919	408	5850	532	158	2116	11	278911	417	4	1466	1699	303.6	94.32
Participant900	N	Timeline4	P2Sa	1	P2Sa	total-L07a	92	92	92	92	1	55936	92	92	92	92	92	1	55936	92	92	92	92	92	1	334014	92	100	100	100	100	1	334005	100	0				
Participant900	N	Timeline4	P2Sa	1	P2Sa	total-L07b	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa	1	P2Sa	total-L13	0	0			0			0	0			0			0	0			0							0			0				
Participant900	N	Timeline4	P2Sa	1	P2Sa	values-L01	717	179	150	233	4	2857	167	717	179	150	233	4	2857	167	750	250	150	367	3	280935	367	850	283	183	400	3	280902	400	1	2824	3224	177.8	90.93
Participant900	N	Timeline4	P2Sa	1	P2Sa	values-L05	150	150	150	150	1	43828	150	150	150	150	150	1	43828	150	150	150	150	150	1	321906	150	192	192	192	192	1	321865	192	0	43787	43978	115.24	95.1
Participant900	N	Timeline4	P2Sa	1	P2Sa	values-L06	1075	119	67	242	9	21506	125	1075	119	67	242	9	21506	125	1325	221	67	342	6	299584	325	1450	242	75	392	6	299575	333	1	82741	49369	30.28	48.71
Participant900	N	Timeline4	P2Sa	1	P2Sa	values-L07	500	167	150	192	3	63651	150	308	154	150	158	2	63651	150	533	267	158	375	2	341729	375	667	333	225	442	2	341663	442	1		66626		95.01
Participant270	Y	Timeline6	P2Sa	1	P2Sa	i++	2883	206	67	358	14	44824	250	2466	224	142	358	11	44824	250	2991	272	142	533	11	304965	250	3233	294	175	558	11	304949	267	2	162521	45074	106.94	86.22
Participant270	Y	Timeline6	P2Sa	1	P2Sa	i<x;	7632	159	67	400	48	41183	83	5983	171	67	400	35	41183	83	9316	333	67	1625	28	301324	83	9940	355	75	1666	28	301316	92	5	42266	97586	54.65	58.78
Participant270	Y	Timeline6	P2Sa	1	P2Sa	int i = 0;	17107	211	67	958	81	1220	117	15190	208	67	958	73	1220	117	19481	475	67	2983	41	261361	117	20540	501	75	3000	41	261345	133	24	33134	34284	151.94	63.28
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L01-F	19556	230	67	983	85	779	192	17132	241	67	983	71	779	192	22031	881	117	5958	25	260920	192	22739	910	125	6024	25	260911	200	45	770	3395	31.9	497.56
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L02-F	16232	205	83	650	79	454	142	14157	205	83	625	69	454	142	18298	915	142	5933	20	260595	142	18882	944	183	5933	20	260553	183	46	4412	595	367.09	78.77
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L03-F	6849	196	67	833	35	20860	133	5225	187	67	833	28	20860	133	7658	450	67	2625	17	281001	525	8149	479	100	2666	17	280959	567	9	20818	24885	246.8	166.97
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L04-F	3991	160	67	358	25	29176	258	3683	167	67	358	22	29176	258	4583	353	67	1425	13	289317	617	4841	372	83	1442	13	289300	633	8	29159	40658	50.26	169.89
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L05-F	31739	195	67	958	163	1220	117	27214	200	67	958	136	1220	117	39179	687	67	2983	57	261361	117	40487	710	92	3000	57	261345	133	52	34642	34284	109.61	63.28
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L06-F	18607	163	67	917	114	47874	142	15140	163	67	917	93	48099	317	25306	723	67	3791	35	308015	1508	26156	747	75	3825	35	307973	1550	28	51982	53632	116.12	172.75
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L07-F	10449	151	67	500	69	59789	117	7999	151	67	500	53	59789	117	16748	1196	83	2691	14	319930	117	17048	1218	100	2708	14	319889	158	13	59748	164629	42.84	86.02
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L08-F	108	108	108	108	1	71747	108	108	108	108	108	1	71747	108	108	108	108	108	1	331887	108	117	117	117	117	1	331879	117	0		71855		45.18
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L09-F	3008	188	67	850	16	71522	150	1908	159	75	342	12	71522	150	3283	410	83	1350	8	331662	692	3483	435	117	1375	8	331646	708	4	201625	197234	114.18	240.8
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L10-F	5000	125	67	408	40	72455	100	3408	126	67	408	27	72871	133	8191	683	67	1975	12	332596	100	8458	705	92	1992	12	332579	117	8	201267	201625	139.12	114.18
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L11-F	87	87	87	87	1	0	87	0	0			0			87	87	87	87	1	260141	87	87	87	87	87	1	260141	87	0				
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant270	Y	Timeline6	P2Sa	1	P2Sa	L13-F	742	82	67	100	9	74996	92	567	81	67	100	7	78946	67	6199	2066	75	4833	3	335137	4833	6241	2080	100	4833	3	335137	4833	2				
