Participant	Dys	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Participant819	N	Timeline1	P3Sa	1	P3Sa	j-L07	683	228	167	308	3	44229	167	683	228	167	308	3	44229	167	683	228	167	308	3	456848	167	717	239	175	317	3	456840	175	0	113157	44396	44.61	195.64
Participant819	N	Timeline1	P3Sa	1	P3Sa	j-L11	1816	303	92	450	6	85414	175	1167	389	300	450	3	86030	450	2241	747	175	1617	3	498033	175	2350	783	225	1658	3	497983	225	1	86013	86480	47.15	161.73
Participant819	N	Timeline1	P3Sa	1	P3Sa	L01-F	3333	185	83	525	18	1108	142	2850	178	83	525	16	1108	142	4000	571	83	1975	7	413727	692	4208	601	125	2016	7	413686	733	7	1067	1800	186.5	95.8
Participant819	N	Timeline1	P3Sa	1	P3Sa	L02-F	2225	171	83	250	13	4191	183	1500	167	83	233	9	4508	167	2450	306	142	1017	8	416811	1017	2741	343	183	1033	8	416794	1033	4	4175	5666	78.7	454.71
Participant819	N	Timeline1	P3Sa	1	P3Sa	L03-F	20431	202	67	517	101	5733	75	16465	206	83	517	80	5858	92	26064	1372	92	7366	19	418352	5241	26756	1408	125	7391	19	418285	5308	52	5666	10974	454.71	203.87
Participant819	N	Timeline1	P3Sa	1	P3Sa	L04-F	10149	181	67	492	56	13790	200	7641	174	67	467	44	13790	200	12116	551	83	1875	22	426410	925	12699	577	100	1900	22	426376	958	22	13757	14715	242.02	311.52
Participant819	N	Timeline1	P3Sa	1	P3Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa	1	P3Sa	L06-F	12049	208	75	583	58	19540	258	9549	199	75	583	48	19540	258	13624	649	75	1975	21	432159	850	14282	680	83	2033	21	432151	858	31	19532	20390	33.14	147.73
Participant819	N	Timeline1	P3Sa	1	P3Sa	L07-F	9782	233	67	875	42	31489	175	7333	222	67	875	33	31489	175	11715	732	133	2175	16	444108	1667	11999	750	150	2200	16	444091	1683	14	34305	33155	30.78	100.01
Participant819	N	Timeline1	P3Sa	1	P3Sa	L08-F	4716	163	67	317	29	35655	150	4250	157	67	317	27	35655	150	5783	578	117	1475	10	448274	1233	6074	607	142	1500	10	448257	1250	14	35638	81256	105.84	134.31
Participant819	N	Timeline1	P3Sa	1	P3Sa	L09-F	3175	167	75	275	19	37230	192	2983	166	75	275	18	37230	192	3591	399	133	892	9	449849	192	3925	436	158	933	9	449816	225	6	37196	37421	266.83	45.25
Participant819	N	Timeline1	P3Sa	1	P3Sa	L10-F	1142	163	67	292	7	37446	250	1017	169	67	292	6	37446	250	1491	497	125	1117	3	450066	250	1575	525	158	1142	3	450041	275	2	37421	37696	45.25	184.24
Participant819	N	Timeline1	P3Sa	1	P3Sa	L11-F	1816	303	92	450	6	85414	175	1167	389	300	450	3	86030	450	2241	747	175	1617	3	498033	175	2350	783	225	1658	3	497983	225	1	86013	86480	47.15	161.73
Participant819	N	Timeline1	P3Sa	1	P3Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa	1	P3Sa	L13-F	1966	116	67	175	17	37738	142	1591	114	67	175	14	37738	142	2983	373	67	1108	8	450357	342	3150	394	83	1125	8	450315	383	3	37696	38805	184.24	45.74
Participant819	N	Timeline1	P3Sa	1	P3Sa	L14-F	400	133	67	200	3	38838	133	400	133	67	200	3	38838	133	400	133	67	200	3	451457	133	483	161	83	233	3	451424	167	0	38805	40338	45.74	72.38
Participant819	N	Timeline1	P3Sa	1	P3Sa	L15-F	2525	133	67	292	19	41013	217	2200	137	67	292	16	41013	217	3308	331	67	983	10	453632	217	3500	350	75	1008	10	453607	242	0	40988	87772	76.28	92.94
Participant819	N	Timeline1	P3Sa	1	P3Sa	L16-F	858	143	92	192	6	43288	92	575	144	108	183	4	43696	108	1691	423	133	850	4	455907	517	1783	446	183	883	4	455907	517	0	140021	142609	32.18	100.17
Participant819	N	Timeline1	P3Sa	1	P3Sa	L17-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L01	792	158	83	225	5	1575	225	617	154	83	225	4	1575	225	967	242	83	483	4	414194	225	1083	271	125	517	4	414152	267	0	1533	1800	279.82	95.8
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L03	2266	206	92	450	11	9899	217	1758	220	92	450	8	55991	292	2400	240	100	533	10	422518	217	2650	265	125	567	10	422518	217	0	55975	56283	127.39	209.21
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L04	1758	147	67	258	12	16499	142	1350	150	67	258	9	31114	167	1791	163	75	258	11	429118	142	2166	197	75	292	11	429084	175	0	16465	31280	227.21	175.8
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L06	3325	208	133	392	16	22456	192	2875	205	133	392	14	22456	192	3375	241	133	625	14	435075	192	3816	273	150	667	14	435050	217	2	22431	22648	116.8	89.65
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L08	1300	144	67	208	9	36505	158	1300	144	67	208	9	36505	158	1408	235	67	383	6	449124	383	1558	260	100	408	6	449099	408	3	83155	83530	129.26	75.45
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L09a	1750	159	75	275	11	37230	192	1558	156	75	275	10	37230	192	1883	314	133	508	6	449849	192	2125	354	158	550	6	449816	225	4	37196	37421	266.83	45.25
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L09b	300	150	142	158	2	126947	158	300	150	142	158	2	126947	158	350	350	350	350	1	539566	350	375	375	375	375	1	539541	375	0	126922		61.11	
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L10	500	167	125	250	3	37446	250	375	187	125	250	2	37446	250	500	167	125	250	3	450066	250	583	194	150	275	3	450041	275	0	37421	37696	45.25	184.24
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L15	550	110	67	192	5	42488	192	450	112	67	192	4	42488	192	792	198	67	433	4	455107	192	858	215	75	458	4	455090	208	0	136255	91088	115.02	91.38
Participant819	N	Timeline1	P3Sa	1	P3Sa	numbers-L16	258	129	108	150	2	43696	108	258	129	108	150	2	43696	108	258	129	108	150	2	456315	108	308	154	125	183	2	456298	125	0	141726		167.96	
Participant819	N	Timeline1	P3Sa	1	P3Sa	P3-Whole-F	100007	182	67	875	548	50	108	80350	181	67	875	445	233	117	152250	76125	9691	142559	2	412669	142559	152300	76150	9716	142584	2	412644	142584	315		142609		100.17
Participant819	N	Timeline1	P3Sa	1	P3Sa	temp-L08	1308	164	92	250	8	35822	192	1142	163	92	250	7	35822	192	1308	164	92	250	8	448441	192	1508	189	108	283	8	448424	208	0	35805	36013	81.2	59.97
Participant819	N	Timeline1	P3Sa	1	P3Sa	temp-L10	350	117	67	208	3	129422	208	350	117	67	208	3	129422	208	400	400	400	400	1	542041	400	408	408	408	408	1	542033	408	2		129822		250.34
Participant645	Y	Timeline1	P3Sa	1	P3Sa	Ai++	217	217	217	217	1	9636	217	217	217	217	217	1	9636	217	217	217	217	217	1	375836	217	258	258	258	258	1	375794	258	0	9595	9853	337.33	39.18
Participant645	Y	Timeline1	P3Sa	1	P3Sa	Ai<x;	367	122	92	175	3	12936	175	267	133	92	175	2	12936	175	367	122	92	175	3	379136	175	408	136	100	183	3	379127	183	0	12928	13111	45.93	229.2
Participant645	Y	Timeline1	P3Sa	1	P3Sa	Aint i = 0;	417	208	192	225	2	6878	225	417	208	192	225	2	6878	225	417	208	192	225	2	373078	225	483	242	225	258	2	373045	258	0	6845	7103	45.29	39.98
Participant645	Y	Timeline1	P3Sa	1	P3Sa	Bi++	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	Bi<x;	758	190	108	358	4	45058	158	758	190	108	358	4	45058	158	758	190	108	358	4	411258	158	875	219	142	400	4	411233	183	0	103335		234.21	
Participant645	Y	Timeline1	P3Sa	1	P3Sa	Bint i = 0;	550	138	75	167	4	33267	75	550	138	75	167	4	33267	75	550	138	75	167	4	399467	75	650	163	92	217	4	399450	92	0	48508	33342	102.92	53.64
Participant645	Y	Timeline1	P3Sa	1	P3Sa	Ci++	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	Ci<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	Cint i = 0;	367	122	67	225	3	93545	225	67	67	67	67	1	94095	67	717	717	717	717	1	459744	717	742	742	742	742	1	459719	742	0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	j-L06	650	130	92	200	5	34151	92	650	130	92	200	5	34151	92	650	130	92	200	5	400350	92	800	160	125	242	5	400317	125	0	34117	75005	87.16	161.97
Participant645	Y	Timeline1	P3Sa	1	P3Sa	j-L07	400	133	108	158	3	45058	158	400	133	108	158	3	45058	158	400	133	108	158	3	411258	158	475	158	142	183	3	411233	183	0	104277		41.93	
Participant645	Y	Timeline1	P3Sa	1	P3Sa	j-L11	550	137	83	192	4	79021	192	358	119	83	158	3	79296	117	883	442	392	492	2	445221	392	908	454	400	508	2	445212	400	0		89403		197.06
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L01-F	6600	206	67	767	32	446	150	6008	231	83	767	26	446	150	7091	338	67	992	21	366645	150	7632	363	67	1017	21	366620	175	7	912	596	63.49	73.18
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L02-F	900	180	67	350	5	5037	225	900	180	67	350	5	5037	225	900	180	67	350	5	371237	225	1133	227	125	400	5	371195	267	0	4995	5262	106.17	80.73
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L03-F	1125	161	92	225	7	2787	125	1025	171	92	225	6	2787	125	1125	161	92	225	7	368987	125	1317	188	100	258	7	368945	167	0	2745	2912	126.91	325.99
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L04-F	125	125	125	125	1	22385	125	125	125	125	125	1	22385	125	125	125	125	125	1	388585	125	142	142	142	142	1	388568	142	0	22368	22510	34.87	82.79
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L06-F	3083	154	67	342	20	28626	275	3083	154	67	342	20	28626	275	3241	216	83	483	15	394826	275	3666	244	100	525	15	394817	283	3	28618	41142	41.29	113.88
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L07-F	1308	164	75	358	8	33267	75	1308	164	75	358	8	33267	75	1350	193	75	558	7	399467	75	1525	218	92	583	7	399450	92	1	48508	33342	102.92	53.64
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L08-F	6083	148	67	350	41	38634	75	5100	150	67	350	34	38634	75	7099	245	75	858	29	404833	75	8024	277	92	933	29	404817	92	5	38617	42442	44.48	71.49
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L09-F	7574	146	67	483	52	47333	67	7107	145	67	483	49	47333	67	9749	336	67	1183	29	413532	67	10282	355	75	1208	29	413524	75	9	48141	48508	34.45	102.92
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L10-F	3645	118	67	300	31	0	171	2916	112	67	300	26	50499	108	5079	339	92	1283	15	366200	171	5403	360	100	1300	15	366200	171	5	59256	59390	60.09	32.29
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L11-F	550	137	83	192	4	79021	192	358	119	83	158	3	79296	117	883	442	392	492	2	445221	392	908	454	400	508	2	445212	400	0		89403		197.06
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L13-F	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L14-F	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L15-F	367	122	67	225	3	93545	225	67	67	67	67	1	94095	67	717	717	717	717	1	459744	717	742	742	742	742	1	459719	742	0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L16-F	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	L17-F	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L01	1400	175	83	333	8	446	150	1250	179	83	333	7	446	150	1433	239	125	442	6	366645	150	1525	254	150	458	6	366620	175	2	912	596	63.49	73.18
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L03	92	92	92	92	1	19402	92	92	92	92	92	1	19402	92	92	92	92	92	1	385602	92	125	125	125	125	1	385568	125	0	19369		253.48	
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L04	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L06	1208	151	67	342	8	30009	158	1208	151	67	342	8	30009	158	1283	214	67	383	6	396209	158	1467	244	83	433	6	396176	192	1	42566	41142	216.66	113.88
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L08	2308	144	83	258	16	39467	150	2133	152	83	258	14	39467	150	2375	198	92	333	12	405666	333	2741	228	100	375	12	405625	375	3	42283	42442	68.24	71.49
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L09a	2283	190	67	483	12	47816	67	2283	190	67	483	12	47816	67	2316	232	67	575	10	414016	67	2516	252	75	600	10	413999	83	2	48141	56173	34.45	69.85
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L09b	2766	126	67	283	22	51349	67	2541	127	67	283	20	51349	67	3266	204	67	625	16	417549	67	3633	227	75	633	16	417540	75	2	59056	59256	102.67	60.09
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L10	1892	126	67	300	15	50499	108	1650	127	67	300	13	50499	108	2217	222	92	392	10	416699	108	2441	244	100	433	10	416682	125	2	87970	77713	124.39	34.77
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L15	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	numbers-L16	0	0			0			0	0			0			0	0			0							0			0				
Participant645	Y	Timeline1	P3Sa	1	P3Sa	P3-Whole-F	56690	161	67	767	352	0	171	51986	165	67	767	316	446	150	102994	9363	142	41929	11	366200	596	103260	9387	142	41962	11	366200	596	138	912	596	63.49	73.18
Participant645	Y	Timeline1	P3Sa	1	P3Sa	temp-L08	1166	146	75	208	8	38634	75	958	137	75	208	7	38634	75	1183	169	75	250	7	404833	75	1400	200	92	358	7	404817	92	1	38617	49657	44.48	35.62
Participant645	Y	Timeline1	P3Sa	1	P3Sa	temp-L10	871	109	67	171	8	0	171	567	94	67	150	6	59290	100	879	126	83	171	7	366200	171	1054	151	100	208	7	366200	171	1	59256	59390	60.09	32.29
Participant237	Y	Timeline5	P3Sa	1	P3Sa	Ai++	283	142	108	175	2	19597	108	108	108	108	108	1	19597	108	283	142	108	175	2	401384	108	325	162	150	175	2	401343	150	0	19555	19705	78.9	127.98
Participant237	Y	Timeline5	P3Sa	1	P3Sa	Ai<x;	1358	151	67	417	9	17431	67	1358	151	67	417	9	17431	67	1575	394	75	833	4	399218	833	1700	425	92	858	4	399193	858	4	17406	20330	38.36	188.96
Participant237	Y	Timeline5	P3Sa	1	P3Sa	Aint i = 0;	733	105	75	150	7	7490	108	642	107	75	150	6	7490	108	1083	271	108	567	4	389277	108	1166	292	142	592	4	389244	142	1		114429		193.06
Participant237	Y	Timeline5	P3Sa	1	P3Sa	Bi++	425	142	108	183	3	263265	108	425	142	108	183	3	263265	108	425	142	108	183	3	645052	108	508	169	117	200	3	645044	117	0	268498		342.24	
Participant237	Y	Timeline5	P3Sa	1	P3Sa	Bi<x;	2291	127	67	333	18	51486	67	1858	124	67	333	15	51486	67	3008	215	67	892	14	433273	67	3241	232	67	900	14	433256	83	1	260457		75.61	
Participant237	Y	Timeline5	P3Sa	1	P3Sa	Bint i = 0;	2500	147	67	283	17	49744	192	2100	140	67	283	15	51927	92	3325	277	92	1142	12	431531	192	3591	299	100	1158	12	431506	217	2	49719	52019	70.86	129.74
Participant237	Y	Timeline5	P3Sa	1	P3Sa	Ci++	375	125	100	150	3	175490	125	225	112	100	125	2	175490	125	375	125	100	150	3	557277	125	417	139	125	150	3	557261	142	0	180848		269.85	
Participant237	Y	Timeline5	P3Sa	1	P3Sa	Ci<x;	717	143	75	183	5	107380	183	583	146	75	183	4	107380	183	900	300	183	442	3	489167	442	975	325	225	458	3	489151	458	0	180623	180848	190.72	269.85
Participant237	Y	Timeline5	P3Sa	1	P3Sa	Cint i = 0;	525	131	83	192	4	167924	83	525	131	83	192	4	167924	83	525	131	83	192	4	549712	83	625	156	100	233	4	549695	100	0	170291	179831	39.08	125.99
Participant237	Y	Timeline5	P3Sa	1	P3Sa	j-L06	167	83	67	100	2	47319	100	167	83	67	100	2	47319	100	167	83	67	100	2	429107	100	233	117	83	150	2	429057	150	0				
Participant237	Y	Timeline5	P3Sa	1	P3Sa	j-L07	225	75	67	83	3	72450	67	225	75	67	83	3	72450	67	225	75	67	83	3	454238	67	267	89	75	100	3	454229	75	0				
Participant237	Y	Timeline5	P3Sa	1	P3Sa	j-L11	150	150	150	150	1	279780	150	0	0			0			150	150	150	150	1	661567	150	158	158	158	158	1	661559	158	0	279772		36.08	
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L01-F	7699	175	67	558	44	840	125	7199	176	67	558	41	840	125	10074	480	75	2291	21	382628	1017	10691	509	92	2325	21	382595	1050	9	2857	21355	283.8	66.15
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L02-F	2708	129	67	267	21	307	67	2450	122	67	267	20	307	67	3750	288	67	958	13	382095	67	4141	319	83	958	13	382078	83	2	8373	2857	32.19	283.8
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L03-F	2583	136	67	417	19	7198	208	2316	136	67	417	17	7198	208	3275	364	75	833	9	388986	400	3466	385	92	858	9	388969	417	6	17406	20330	38.36	188.96
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L04-F	2783	133	67	308	21	24671	108	2225	124	67	225	18	24671	108	3950	304	67	900	13	406459	900	4358	335	75	917	13	406442	917	2	29596	28354	30.65	72.29
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L06-F	3725	128	67	383	29	39337	117	3591	133	67	383	27	39337	117	3875	149	67	383	26	421124	117	4525	174	83	400	26	421108	133	1	41786	41445	71.47	42.49
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L07-F	6216	129	67	333	48	43886	142	5383	125	67	333	43	43886	142	8841	276	67	1292	32	425674	142	9474	296	75	1300	32	425665	150	6	43878	44028	33.93	83.54
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L08-F	17115	131	67	492	131	60085	192	15048	130	67	492	116	60085	192	28447	527	67	3991	54	441872	392	30005	556	75	4041	54	441855	408	16	80533	64543	87.27	252.61
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L09-F	10357	116	67	258	89	67867	100	8932	115	67	258	78	67867	100	19281	521	67	3033	37	449655	442	20148	545	83	3075	37	449638	458	6	82724	80533	113.35	87.27
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L10-F	3408	142	67	500	24	85382	75	3050	139	67	500	22	85382	75	4833	284	67	1217	17	467170	75	5283	311	75	1283	17	467161	83	1	86440	101056	108.52	198.41
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L11-F	150	150	150	150	1	279780	150	0	0			0			150	150	150	150	1	661567	150	158	158	158	158	1	661559	158	0	279772		36.08	
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L13-F	1317	110	67	183	12	88782	167	675	96	67	150	7	89149	100	1933	215	67	467	9	470569	467	2150	239	92	467	9	470569	467	0	92773		111.24	
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L14-F	367	92	67	108	4	173182	108	367	92	67	108	4	173182	108	383	192	183	200	2	554969	183	425	212	192	233	2	554961	192	2	173174		38.25	
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L15-F	2800	156	75	342	18	96056	192	2250	161	75	342	14	103405	117	3125	260	83	575	12	477844	192	3399	283	100	600	12	477802	233	2	103372	103522	82.39	81.66
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L16-F	458	115	75	167	4	177190	92	333	111	75	167	3	177190	92	550	183	92	292	3	558977	92	625	208	100	300	3	558969	100	0	177615		125.3	
Participant237	Y	Timeline5	P3Sa	1	P3Sa	L17-F	0	0			0			0	0			0			0	0			0							0			0				
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L01	575	144	75	242	4	1774	83	575	144	75	242	4	1774	83	575	144	75	242	4	383561	83	675	169	92	292	4	383544	100	0	73692	73883	41.87	132.68
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L03	342	85	75	100	4	18164	100	342	85	75	100	4	18164	100	342	85	75	100	4	399951	100	467	117	92	158	4	399893	158	0	18105	20072	61.5	144.96
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L04	650	130	75	183	5	26780	75	400	133	75	183	3	26780	75	658	165	108	225	4	408567	225	792	198	117	283	4	408509	283	1				
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L06	825	137	67	250	6	41820	208	825	137	67	250	6	41820	208	825	137	67	250	6	423607	208	992	165	100	258	6	423574	242	0	41786	42028	71.47	122.63
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L08	4091	117	67	458	35	66584	183	3616	117	67	458	31	67092	125	4891	158	67	1083	31	448371	183	5849	189	75	1117	31	448371	183	1	80533	66767	87.27	181.23
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L09a	3283	117	67	258	28	67867	100	2683	112	67	258	24	67867	100	4124	196	67	600	21	449655	283	4641	221	83	650	21	449638	300	3	244292	80533	172.5	87.27
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L09b	4216	117	67	167	36	82558	167	3650	118	67	167	31	82558	167	4991	178	67	1192	28	464345	275	5499	196	75	1200	28	464337	283	2	153367	244142	68.91	36.86
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L10	2100	162	67	500	13	86499	133	2100	162	67	500	13	86499	133	2500	312	67	750	8	468286	750	2733	342	75	808	8	468228	808	0	86440	101056	108.52	198.41
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L15	183	183	183	183	1	180665	183	183	183	183	183	1	180665	183	183	183	183	183	1	562452	183	225	225	225	225	1	562410	225	0	180623	180848	190.72	269.85
Participant237	Y	Timeline5	P3Sa	1	P3Sa	numbers-L16	0	0			0			0	0			0			0	0			0							0			0				
Participant237	Y	Timeline5	P3Sa	1	P3Sa	P3-Whole-F	145216	138	56	583	1049	307	67	124888	137	67	567	911	307	67	289719	20694	83	157874	14	382095	3458	290077	20720	100	157907	14	382078	3475	275	23322	20330	266.04	188.96
Participant237	Y	Timeline5	P3Sa	1	P3Sa	temp-L08	3833	132	67	275	29	65834	142	3133	131	67	275	24	66142	100	4366	198	67	408	22	447622	408	4891	222	92	450	22	447580	450	2	194563	68726	101.24	47.84
Participant237	Y	Timeline5	P3Sa	1	P3Sa	temp-L10	983	123	67	267	8	85382	75	717	102	67	150	7	85382	75	1958	280	67	1217	7	467170	75	2158	308	83	1283	7	467161	83	0	158033	260015	55.52	225.84
Participant758	N	Timeline5	P3Sa	1	P3Sa	Ai++	0	0			0			0	0			0			0	0			0							0			0				
Participant758	N	Timeline5	P3Sa	1	P3Sa	Ai<x;	158	158	158	158	1	101487	158	158	158	158	158	1	101487	158	158	158	158	158	1	444525	158	183	183	183	183	1	444500	183	0	101462		54.13	
